"gender";"carType";"carCategory";"occupation";"age";"carGroup";"carValue";"material";"region";"cityDensity";"claimValue"
"Female";"F";"Medium";"Unemployed";20;"10";11475;"0";"R";253,61989;461,4851
"Male";"B";"Small";"Housewife";34;"7";16120;"0";"R";237,41896;975,7715
"Male";"F";"Small";"Employed";35;"1";3840;"0";"O";25,14133;105,0106
"Female";"F";"Small";"Self-employed";63;"14";18090;"1";"S";30,18943;1181,232
"Male";"B";"Medium";"Self-employed";18;"14";2955;"0";"Q";124,34435;33696,04
"Male";"B";"Medium";"Unemployed";44;"12";8425;"1";"L";66,94555;210,1081
"Female";"E";"Small";"Unemployed";83;"11";13715;"1";"N";133,28864;3,402505
"Female";"B";"Medium";"Housewife";48;"11";1765;"0";"P";31,91621;63,26168
"Female";"A";"Medium";"Employed";19;"8";9165;"1";"Q";239,45517;712,414
"Male";"E";"Small";"Unemployed";40;"14";8810;"1";"Q";150,22396;521,3795
"Male";"B";"Medium";"Employed";37;"13";36470;"1";"L";61,11231;510,1008
"Female";"D";"Large";"Employed";47;"18";27970;"0";"Q";148,56121;34,85676
"Male";"B";"Medium";"Employed";42;"11";26895;"1";"L";75,62346;303,6573
"Female";"B";"Small";"Housewife";26;"13";17630;"0";"L";73,46171;174,1612
"Female";"F";"Small";"Housewife";27;"11";13595;"1";"S";35,57653;850,8782
"Male";"A";"Medium";"Employed";21;"16";14540;"0";"S";33,80619;189,5482
"Male";"A";"Medium";"Unemployed";26;"16";7805;"0";"T";30,46244;1549,609
"Male";"B";"Small";"Housewife";26;"6";9675;"0";"R";232,90298;12552,26
"Female";"D";"Small";"Employed";30;"8";9595;"0";"L";66,12046;2224,008
"Female";"A";"Large";"Housewife";62;"17";35865;"1";"L";81,90994;122,6394
"Male";"D";"Medium";"Employed";50;"9";9605;"0";"P";27,58599;1419,631
"Male";"A";"Small";"Self-employed";38;"14";33720;"1";"N";71,18028;1248,166
"Female";"E";"Medium";"Housewife";43;"17";29510;"1";"M";190,05156;1163,128
"Female";"C";"Small";"Housewife";19;"17";7115;"0";"U";99,17167;101,6402
"Male";"D";"Small";"Unemployed";30;"13";128220;"0";"U";121,58702;6,38382
"Female";"A";"Large";"Employed";55;"13";16825;"1";"P";31,91621;858,4954
"Female";"C";"Medium";"Self-employed";99;"14";8380;"1";"Q";207,14462;92,78043
"Male";"D";"Small";"Unemployed";22;"5";19430;"0";"R";259,00406;4608,244
"Male";"E";"Medium";"Employed";24;"11";17650;"0";"L";129,67795;653,1568
"Male";"D";"Medium";"Employed";31;"12";27820;"1";"Q";213,25565;1570,945
"Female";"A";"Medium";"Self-employed";29;"14";23830;"0";"M";178,24431;2283,199
"Male";"A";"Small";"Self-employed";26;"18";35340;"0";"M";190,05156;828,2849
"Female";"B";"Medium";"Housewife";24;"5";12490;"0";"O";31,481;290,4914
"Male";"D";"Small";"Unemployed";24;"10";110130;"0";"L";66,94555;206,7115
"Male";"C";"Medium";"Employed";39;"17";13610;"1";"R";248,51212;311,4412
"Male";"A";"Small";"Retired";49;"18";21600;"0";"R";240,0004;1055,127
"Female";"B";"Large";"Self-employed";31;"14";5395;"1";"L";68,95196;6128,23
"Male";"B";"Small";"Employed";29;"18";30535;"0";"R";270,78835;3946,301
"Male";"D";"Large";"Self-employed";47;"6";24010;"1";"O";31,37043;720,4197
"Male";"C";"Small";"Self-employed";36;"20";10550;"1";"M";190,05156;6767,173
"Male";"C";"Large";"Employed";26;"11";9235;"0";"Q";205,4308;135,5671
"Male";"C";"Large";"Employed";20;"5";4750;"0";"Q";237,67552;742,3045
"Male";"B";"Medium";"Housewife";31;"14";27160;"1";"Q";70,86106;772,7943
"Male";"A";"Medium";"Employed";47;"20";9420;"1";"Q";239,45517;5507,131
"Male";"D";"Small";"Unemployed";20;"14";5490;"0";"U";137,88733;603,4871
"Male";"C";"Medium";"Housewife";73;"4";2000;"1";"N";106,5583;129,455
"Male";"D";"Small";"Unemployed";38;"12";13605;"1";"L";58,30756;1741,054
"Female";"D";"Small";"Unemployed";42;"20";35730;"1";"T";28,96459;102,1629
"Male";"A";"Medium";"Employed";39;"9";11815;"0";"O";32,92395;5091,875
"Male";"A";"Large";"Retired";62;"19";38245;"0";"R";295,79709;150,4646
"Female";"D";"Medium";"Self-employed";20;"9";8030;"1";"P";40,08261;13579,55
"Female";"C";"Large";"Self-employed";55;"12";7105;"0";"Q";208,66672;254,4637
"Male";"B";"Medium";"Unemployed";29;"7";15195;"0";"L";71,62174;6,920346
"Male";"E";"Medium";"Unemployed";25;"10";12355;"0";"R";225,04309;17,35302
"Female";"B";"Large";"Housewife";30;"15";14495;"1";"M";184,47852;3728,139
"Male";"D";"Small";"Employed";37;"4";4320;"0";"M";201,65691;1144,667
"Male";"A";"Large";"Retired";72;"14";45700;"1";"Q";138,50667;452,3926
"Male";"E";"Medium";"Unemployed";60;"16";48610;"0";"M";102,81888;1644,427
"Male";"B";"Large";"Employed";40;"11";24335;"1";"M";162,66648;490,9947
"Female";"B";"Small";"Unemployed";18;"14";12690;"0";"R";234,67527;220,3648
"Male";"D";"Medium";"Unemployed";37;"7";29630;"1";"R";275,28226;1323,287
"Male";"D";"Small";"Unemployed";85;"13";28220;"0";"U";121,58702;6,38382
"Male";"D";"Large";"Employed";40;"11";117430;"0";"R";293,55604;830,7554
"Female";"A";"Small";"Unemployed";30;"12";13030;"0";"R";270,78835;950,6319
"Male";"A";"Small";"Unemployed";27;"13";19885;"1";"R";208,81644;370,1753
"Female";"C";"Small";"Employed";24;"13";138020;"1";"O";32,39052;506,9934
"Male";"E";"Small";"Unemployed";32;"5";9365;"0";"O";19,20952;953,9019
"Female";"A";"Small";"Employed";29;"9";13885;"1";"R";249,81173;189,4798
"Male";"C";"Medium";"Unemployed";21;"7";16465;"0";"R";290,13272;819,0565
"Male";"C";"Small";"Employed";31;"11";32155;"0";"Q";208,66672;207,919
"Female";"B";"Medium";"Employed";46;"1";19035;"0";"Q";150,22396;269,304
"Male";"A";"Small";"Employed";18;"16";24155;"0";"L";99,57982;5650,923
"Male";"E";"Medium";"Unemployed";25;"8";8020;"0";"M";94,36462;819,3166
"Female";"D";"Small";"Employed";26;"18";27260;"0";"T";22,24129;7555,573
"Male";"A";"Small";"Employed";22;"12";10515;"1";"Q";129,85524;30,74091
"Male";"B";"Small";"Housewife";22;"9";19660;"1";"L";44,92088;682,7625
"Female";"A";"Small";"Housewife";31;"12";38115;"1";"R";272,96699;19,05332
"Male";"D";"Medium";"Employed";28;"17";22320;"0";"P";23,12028;754,9899
"Male";"D";"Medium";"Unemployed";22;"13";8430;"0";"M";190,05156;831,739
"Male";"B";"Large";"Employed";52;"12";18690;"0";"L";61,69064;1137,992
"Male";"E";"Small";"Unemployed";29;"13";49825;"0";"R";293,55604;2708,925
"Male";"A";"Large";"Unemployed";51;"19";40960;"0";"Q";129,66901;1220,392
"Male";"E";"Large";"Housewife";60;"9";9690;"0";"N";71,18028;13292,15
"Male";"F";"Small";"Self-employed";35;"9";9330;"0";"R";270,78835;8286,763
"Male";"B";"Medium";"Housewife";57;"11";6340;"0";"L";60,86039;91,2341
"Female";"D";"Large";"Housewife";46;"8";3840;"1";"L";76,89987;39,06641
"Male";"D";"Medium";"Self-employed";52;"14";13280;"1";"L";67,56458;531,7724
"Male";"E";"Large";"Self-employed";47;"20";22965;"0";"U";123,96984;1976,63
"Female";"D";"Small";"Employed";40;"2";14910;"1";"M";156,10423;272,5356
"Female";"E";"Large";"Employed";50;"10";106880;"1";"L";91,55064;7905,557
"Female";"C";"Medium";"Employed";28;"11";25235;"1";"R";270,46323;635,7486
"Male";"D";"Small";"Housewife";35;"12";18715;"1";"L";62,73514;477,2426
"Female";"B";"Large";"Employed";43;"15";7625;"1";"R";282,33448;1147,587
"Male";"D";"Small";"Housewife";32;"1";4280;"0";"Q";160,34357;2182,134
"Male";"D";"Large";"Unemployed";34;"14";19375;"0";"M";190,05156;1143,711
"Male";"A";"Large";"Retired";64;"13";34900;"0";"Q";148,36852;5405,915
"Male";"D";"Medium";"Employed";19;"11";7295;"0";"U";59,40379;3508,903
"Male";"E";"Small";"Housewife";18;"15";19465;"0";"N";88,95152;5454,773
"Female";"B";"Small";"Self-employed";20;"17";8250;"1";"Q";123,01993;208,3561
"Male";"D";"Large";"Employed";113;"9";8875;"1";"P";34,104;2302,941
"Male";"E";"Medium";"Employed";18;"9";21060;"0";"U";54,93181;474,0354
"Male";"D";"Small";"Employed";19;"13";17530;"0";"N";25,83087;151,7062
"Male";"B";"Large";"Housewife";30;"7";6640;"0";"Q";181,41656;196,8952
"Male";"E";"Medium";"Employed";97;"7";16975;"1";"S";36,54775;173,7984
"Male";"A";"Small";"Self-employed";82;"14";17180;"0";"P";33,67124;15489,34
"Female";"B";"Small";"Unemployed";33;"10";9155;"1";"O";37,74768;1190,722
"Female";"E";"Medium";"Unemployed";33;"12";8530;"0";"Q";138,50667;1494,219
"Male";"A";"Medium";"Self-employed";30;"14";1745;"1";"Q";239,45517;3457,865
"Male";"D";"Medium";"Retired";60;"12";26415;"1";"S";31,81626;980,285
"Male";"C";"Medium";"Self-employed";35;"6";23175;"1";"R";275,28226;797,2468
"Male";"D";"Small";"Unemployed";40;"1";13525;"0";"L";67,42479;244,0906
"Male";"C";"Small";"Employed";21;"16";8850;"0";"Q";123,01993;1580,712
"Male";"B";"Medium";"Employed";42;"11";27320;"1";"Q";148,49451;520,9194
"Female";"B";"Medium";"Self-employed";43;"13";17015;"1";"L";70,87358;11270,78
"Female";"C";"Small";"Housewife";42;"19";47395;"0";"R";259,00406;495,1744
"Male";"C";"Large";"Self-employed";50;"18";28765;"0";"L";87,14669;238,5229
"Male";"A";"Large";"Self-employed";128;"6";18800;"1";"L";63,52111;12698,76
"Male";"A";"Small";"Employed";22;"12";17005;"0";"R";260,36019;875,4305
"Female";"E";"Small";"Unemployed";41;"17";27305;"0";"U";88,29015;2640,965
"Male";"A";"Medium";"Self-employed";18;"6";5595;"0";"Q";182,36793;11658,65
"Male";"A";"Medium";"Unemployed";41;"12";38900;"1";"R";145,223;2721,664
"Male";"C";"Medium";"Unemployed";25;"15";18275;"0";"R";249,78357;128,587
"Male";"C";"Small";"Housewife";45;"10";23445;"0";"Q";189,97302;31,37303
"Male";"C";"Medium";"Employed";44;"15";7975;"1";"M";153,45232;24,09506
"Male";"F";"Medium";"Unemployed";103;"12";4940;"1";"Q";212,42471;414,7911
"Male";"D";"Medium";"Employed";32;"13";9835;"1";"R";250,84133;199,8225
"Female";"A";"Small";"Unemployed";21;"18";24465;"0";"M";183,89504;7304,502
"Male";"C";"Small";"Housewife";25;"19";14145;"0";"R";276,99502;1254,022
"Male";"B";"Large";"Employed";58;"12";115875;"1";"Q";186,68501;935,4673
"Female";"D";"Large";"Self-employed";41;"14";9975;"1";"T";27,50305;172,9919
"Male";"A";"Medium";"Self-employed";34;"12";3120;"1";"N";137,81518;4518,083
"Female";"B";"Small";"Employed";19;"8";23535;"0";"Q";148,36852;439,663
"Male";"E";"Medium";"Housewife";25;"10";5690;"1";"L";66,94555;160,1788
"Male";"B";"Large";"Housewife";58;"5";1935;"1";"M";156,62986;2924,783
"Female";"D";"Small";"Unemployed";22;"12";8830;"0";"O";32,18545;1047,009
"Male";"D";"Large";"Unemployed";18;"5";16965;"0";"R";270,87401;1947,099
"Male";"A";"Small";"Unemployed";20;"13";15920;"1";"L";87,83582;1743,751
"Male";"B";"Large";"Housewife";49;"14";111545;"0";"R";293,55604;18,13938
"Male";"A";"Large";"Housewife";18;"10";13885;"1";"O";37,59594;2336,83
"Male";"A";"Small";"Employed";21;"16";8945;"0";"P";36,5426;1185,328
"Male";"B";"Small";"Housewife";27;"5";24050;"0";"M";148,99563;17,18458
"Male";"D";"Medium";"Unemployed";48;"10";15715;"1";"N";100,83378;1039,545
"Male";"C";"Small";"Retired";50;"15";1075;"0";"Q";144,9989;1613,672
"Female";"A";"Medium";"Unemployed";18;"13";8100;"1";"R";297,38517;1503,541
"Male";"D";"Medium";"Employed";26;"11";27170;"0";"P";22,75483;157,6425
"Male";"B";"Small";"Housewife";59;"14";18680;"0";"R";276,33557;692,3048
"Male";"B";"Small";"Unemployed";21;"2";29850;"0";"O";38,35953;109,1651
"Male";"A";"Small";"Self-employed";37;"12";7365;"1";"Q";167,93666;1661,29
"Male";"A";"Medium";"Employed";33;"17";21140;"0";"T";20,85123;1374,204
"Female";"B";"Medium";"Housewife";37;"7";38490;"0";"L";79,15945;888,3549
"Male";"C";"Medium";"Self-employed";45;"17";16270;"1";"Q";150,22396;530,3299
"Male";"D";"Small";"Unemployed";44;"17";14845;"0";"R";256,64059;961,6413
"Female";"A";"Large";"Housewife";22;"16";22525;"1";"R";256,64059;2857,567
"Male";"C";"Small";"Unemployed";25;"9";106010;"1";"U";125,13205;10,63343
"Male";"C";"Large";"Housewife";42;"12";9710;"1";"Q";139,20567;1366,186
"Male";"A";"Medium";"Unemployed";39;"14";13770;"0";"P";39,45914;4253,447
"Female";"E";"Small";"Unemployed";18;"17";13475;"0";"N";103,21329;1130,437
"Female";"B";"Medium";"Housewife";19;"12";23520;"0";"R";253,61989;2818,649
"Male";"E";"Medium";"Employed";24;"12";28095;"0";"Q";124,23343;939,0391
"Female";"E";"Large";"Housewife";51;"10";9865;"1";"Q";211,83095;1033,903
"Female";"A";"Medium";"Housewife";37;"12";17030;"1";"T";32,41496;2337,518
"Female";"B";"Medium";"Employed";40;"9";45490;"1";"T";25,28528;265,9867
"Female";"B";"Small";"Unemployed";51;"17";20095;"1";"L";71,78834;483,5062
"Female";"F";"Large";"Employed";19;"8";6515;"0";"L";55,2938;113,7613
"Male";"A";"Small";"Unemployed";55;"20";4995;"0";"N";59,84095;1147,257
"Male";"A";"Medium";"Employed";29;"13";19395;"0";"O";36,90717;2790,099
"Male";"D";"Small";"Self-employed";53;"7";4640;"0";"L";106,5803;458,0459
"Male";"B";"Large";"Unemployed";21;"7";7470;"1";"Q";148,40185;18243,94
"Female";"B";"Medium";"Employed";21;"6";7175;"0";"L";100,30486;2160,184
"Female";"A";"Large";"Housewife";37;"5";9325;"1";"L";57,70029;541,5612
"Male";"A";"Small";"Employed";25;"10";4915;"0";"R";200,65655;19087,92
"Female";"B";"Small";"Employed";38;"13";111635;"1";"Q";185,13454;2149,391
"Male";"E";"Small";"Employed";38;"6";8640;"0";"R";250,84133;18779,42
"Male";"B";"Large";"Employed";46;"15";41645;"0";"L";44,16538;735,013
"Male";"D";"Medium";"Unemployed";47;"10";4920;"0";"L";58,89469;187,3721
"Male";"B";"Medium";"Employed";26;"14";9615;"0";"L";60,073;185,9823
"Male";"A";"Small";"Housewife";53;"10";19235;"0";"R";270,46323;2041,317
"Female";"B";"Small";"Employed";35;"9";9750;"1";"R";223,30857;207,5859
"Male";"A";"Large";"Employed";33;"12";26205;"0";"R";276,33557;5989,532
"Female";"D";"Medium";"Self-employed";44;"14";9620;"1";"O";49,11504;828,4522
"Female";"E";"Small";"Unemployed";20;"13";9845;"0";"M";103,47274;100,1977
"Male";"D";"Small";"Self-employed";28;"10";8865;"0";"L";87,83582;203,667
"Male";"A";"Large";"Employed";25;"15";22560;"0";"R";270,78835;985,0168
"Female";"B";"Large";"Housewife";51;"13";9070;"0";"L";100,93123;514,3201
"Male";"B";"Medium";"Employed";92;"15";7395;"0";"Q";182,36793;9183,117
"Male";"A";"Large";"Employed";41;"5";14995;"1";"R";297,38517;332,5141
"Male";"E";"Large";"Unemployed";23;"13";7610;"1";"M";156,10423;22476,07
"Male";"E";"Small";"Housewife";28;"6";14490;"0";"R";251,43285;509,1014
"Male";"B";"Medium";"Housewife";58;"3";24025;"0";"N";43,18967;20196,71
"Female";"D";"Small";"Unemployed";23;"18";22560;"0";"U";61,79476;1815,842
"Male";"D";"Small";"Unemployed";20;"11";22715;"0";"N";113,22483;8719,298
"Male";"A";"Medium";"Housewife";28;"15";9160;"0";"R";251,43285;8,929921
"Male";"B";"Small";"Employed";26;"14";22380;"0";"R";222,71139;72,11643
"Male";"B";"Medium";"Employed";56;"9";16130;"0";"Q";207,14462;489,8778
"Male";"B";"Small";"Unemployed";26;"13";22675;"1";"U";99,17167;12447,41
"Female";"D";"Medium";"Unemployed";19;"12";9410;"0";"N";71,18028;4397,14
"Male";"C";"Medium";"Employed";25;"11";108265;"0";"Q";185,13454;2437,437
"Female";"A";"Large";"Employed";19;"4";4365;"0";"M";222,69298;614,6212
"Female";"B";"Large";"Unemployed";41;"14";5715;"1";"M";201,65691;439,7472
"Male";"D";"Medium";"Employed";46;"6";9835;"1";"M";162,93247;349,4319
"Male";"A";"Large";"Housewife";18;"6";7415;"0";"Q";126,14019;1986,484
"Male";"A";"Small";"Housewife";29;"14";15040;"0";"Q";239,45517;568,6473
"Female";"D";"Small";"Employed";25;"6";3220;"0";"M";184,47852;133,5532
"Female";"D";"Small";"Self-employed";51;"13";7225;"0";"S";24,01925;351,9548
"Male";"C";"Small";"Housewife";26;"12";28145;"0";"Q";110,98368;483,0841
"Male";"F";"Small";"Housewife";24;"15";25160;"1";"R";270,87401;614,5435
"Male";"C";"Large";"Self-employed";26;"14";28080;"0";"T";29,82213;264,0594
"Male";"E";"Large";"Housewife";24;"9";11265;"1";"Q";222,21513;1878,01
"Male";"E";"Large";"Housewife";46;"19";8170;"1";"R";260,36019;6877,405
"Male";"F";"Medium";"Housewife";18;"12";16550;"0";"R";200,65655;614,9366
"Male";"E";"Small";"Housewife";37;"12";12885;"1";"Q";136,1308;320,4361
"Female";"B";"Medium";"Employed";91;"13";14670;"1";"Q";73,18307;671,3622
"Male";"C";"Small";"Self-employed";37;"11";8980;"0";"Q";189,97302;664,9489
"Male";"D";"Medium";"Employed";25;"6";25120;"0";"S";32,57069;183,2915
"Male";"E";"Medium";"Housewife";48;"12";21985;"0";"Q";222,73537;360,5065
"Male";"C";"Large";"Self-employed";37;"10";28500;"1";"P";27,58599;656,6965
"Male";"B";"Small";"Unemployed";30;"15";9935;"1";"Q";239,45517;10194,55
"Male";"C";"Medium";"Housewife";46;"17";19800;"1";"R";249,78357;5812,838
"Male";"E";"Small";"Unemployed";19;"9";17970;"0";"R";275,28226;9528,466
"Male";"B";"Large";"Retired";66;"18";39265;"1";"N";65,29515;3301,536
"Female";"F";"Large";"Unemployed";58;"12";20975;"1";"L";68,90935;29,19668
"Female";"C";"Large";"Employed";18;"12";28535;"0";"Q";237,67552;2218,893
"Female";"C";"Large";"Employed";35;"2";1360;"1";"N";113,22483;23103,18
"Male";"D";"Large";"Employed";59;"13";19410;"0";"U";76,98652;374,3363
"Male";"F";"Medium";"Unemployed";28;"2";12560;"1";"O";23,46029;477,11
"Female";"C";"Medium";"Retired";62;"17";19445;"0";"Q";185,13454;394,567
"Male";"A";"Large";"Employed";48;"7";5340;"1";"O";25,14133;89,36866
"Male";"A";"Small";"Employed";29;"8";113220;"0";"S";20,55792;842,6167
"Male";"F";"Medium";"Employed";24;"14";21725;"1";"L";66,12046;55,63116
"Male";"B";"Small";"Employed";96;"14";2810;"0";"M";190,05156;1696,428
"Male";"D";"Medium";"Employed";26;"16";8900;"0";"P";28,38649;348,5407
"Male";"C";"Large";"Self-employed";128;"12";19385;"1";"M";184,47852;414,9855
"Male";"D";"Small";"Employed";21;"11";11540;"1";"Q";207,14462;785,9398
"Female";"B";"Medium";"Housewife";27;"16";10595;"0";"R";249,81173;3332,963
"Male";"B";"Medium";"Employed";24;"9";16910;"0";"L";69,70103;978,9511
"Male";"E";"Large";"Housewife";46;"1";5200;"1";"U";33,2943;1497,038
"Male";"C";"Medium";"Housewife";24;"11";12225;"0";"Q";211,83095;645,3019
"Male";"A";"Medium";"Employed";22;"11";17815;"0";"R";251,43285;1029,727
"Female";"D";"Large";"Self-employed";46;"12";13515;"0";"U";103,9494;3,033525
"Female";"D";"Small";"Employed";23;"19";15090;"1";"T";28,6156;3105,573
"Male";"A";"Medium";"Employed";57;"8";21580;"0";"M";216,4916;186,9416
"Male";"A";"Medium";"Housewife";52;"8";107050;"1";"M";178,24431;1946,118
"Male";"A";"Small";"Employed";27;"9";33225;"1";"R";208,81644;1069,895
"Female";"A";"Large";"Unemployed";36;"16";18775;"0";"Q";222,73537;1599,193
"Male";"B";"Small";"Self-employed";43;"15";5005;"0";"M";178,24431;39,09889
"Male";"D";"Small";"Housewife";51;"16";12605;"0";"N";65,29515;77,11366
"Male";"C";"Small";"Employed";20;"8";9355;"0";"Q";129,66901;542,4315
"Male";"D";"Large";"Unemployed";56;"19";49785;"1";"R";276,99502;506,5115
"Male";"C";"Large";"Employed";49;"9";12565;"0";"L";100,93123;233,1052
"Male";"B";"Large";"Self-employed";32;"19";3075;"0";"L";100,93123;0,04415585
"Male";"D";"Large";"Housewife";27;"14";20420;"1";"R";295,79709;181,6896
"Female";"F";"Large";"Housewife";50;"19";47615;"0";"M";129,41948;1113,809
"Female";"D";"Large";"Self-employed";38;"11";21670;"1";"U";123,01521;452,2105
"Male";"B";"Small";"Self-employed";18;"11";10735;"0";"L";55,9646;1649,634
"Male";"B";"Medium";"Employed";84;"7";8735;"1";"L";73,2525;15915,44
"Male";"F";"Medium";"Unemployed";57;"17";26555;"1";"O";32,0415;586,4186
"Male";"C";"Medium";"Unemployed";19;"9";4090;"0";"R";270,87401;736,5599
"Male";"B";"Small";"Housewife";18;"2";20675;"0";"U";91,54176;1600,356
"Male";"D";"Small";"Unemployed";29;"13";12930;"0";"Q";169,52915;5165,622
"Female";"D";"Large";"Retired";72;"14";25915;"1";"M";184,47852;534,2271
"Male";"B";"Medium";"Employed";37;"6";10390;"1";"R";272,96699;145,7072
"Male";"C";"Large";"Employed";26;"14";13370;"0";"T";18,23805;166,569
"Male";"E";"Medium";"Housewife";34;"9";5250;"1";"R";285,62174;1953,164
"Male";"A";"Medium";"Housewife";43;"11";2830;"0";"T";30,46244;71,0102
"Female";"B";"Small";"Unemployed";19;"14";5205;"1";"Q";181,41656;518,74
"Male";"E";"Small";"Unemployed";18;"19";9690;"0";"Q";129,66901;780,4395
"Female";"B";"Medium";"Employed";36;"12";1140;"1";"L";58,91133;22,37848
"Male";"F";"Large";"Employed";30;"8";18760;"0";"R";291,31949;1026,962
"Male";"D";"Large";"Employed";79;"8";20425;"0";"P";36,5426;9611,698
"Female";"D";"Large";"Employed";37;"3";6970;"1";"L";68,7771;16844
"Male";"B";"Medium";"Self-employed";28;"16";13865;"0";"L";84,961;770,3753
"Male";"A";"Small";"Employed";23;"13";15540;"0";"R";249,78357;683,1935
"Male";"A";"Small";"Employed";28;"7";17495;"1";"U";123,96984;431,0408
"Male";"C";"Large";"Unemployed";20;"11";14570;"0";"L";82,67021;770,7643
"Male";"E";"Large";"Self-employed";60;"17";18365;"0";"R";259,00406;1906,358
"Female";"B";"Medium";"Self-employed";31;"19";49940;"0";"L";83,90454;2347,769
"Male";"A";"Large";"Retired";66;"20";20010;"1";"L";106,5803;88,7039
"Male";"D";"Small";"Self-employed";31;"3";19295;"1";"M";222,69298;1789,007
"Male";"E";"Medium";"Housewife";42;"2";8780;"1";"R";234,67527;475,8395
"Female";"C";"Small";"Self-employed";19;"10";7420;"0";"Q";144,9989;2269,573
"Female";"D";"Medium";"Unemployed";43;"16";19950;"0";"R";251,43285;80,29816
"Male";"A";"Large";"Retired";46;"14";24090;"0";"L";76,05273;82,79151
"Male";"A";"Small";"Self-employed";23;"6";26210;"0";"T";56,0431;898,5312
"Male";"A";"Small";"Self-employed";32;"5";130220;"1";"R";293,55604;905,0328
"Female";"A";"Large";"Unemployed";23;"1";31690;"0";"Q";77,73739;455,622
"Male";"D";"Large";"Self-employed";62;"7";12680;"0";"R";285,62174;541,8887
"Male";"A";"Large";"Housewife";48;"16";16320;"1";"T";17,999;22,24397
"Male";"B";"Medium";"Self-employed";32;"20";29225;"0";"Q";211,83095;940,8768
"Female";"C";"Large";"Unemployed";30;"19";15585;"1";"N";33,65195;629,1574
"Male";"A";"Medium";"Employed";57;"11";21670;"1";"Q";148,49451;88,42764
"Female";"C";"Small";"Employed";28;"17";13955;"1";"R";285,62174;74,08267
"Male";"B";"Small";"Unemployed";26;"17";23225;"1";"R";275,28226;520,7698
"Female";"F";"Medium";"Unemployed";30;"7";9055;"0";"Q";148,49451;3254,813
"Female";"A";"Small";"Employed";36;"3";17195;"0";"U";137,88733;271,6701
"Male";"D";"Large";"Self-employed";34;"4";11325;"1";"R";249,81173;8354,554
"Male";"D";"Small";"Employed";27;"9";31975;"1";"R";238,24041;193,3605
"Female";"A";"Small";"Self-employed";51;"11";26565;"1";"L";73,46171;215,1202
"Male";"B";"Large";"Unemployed";41;"13";17900;"0";"P";28,95139;708,7677
"Female";"B";"Medium";"Self-employed";37;"6";8995;"0";"R";210,18984;2617,765
"Male";"A";"Medium";"Retired";55;"12";13305;"1";"S";14,37714;676,1131
"Female";"D";"Medium";"Employed";30;"18";123945;"1";"S";34,15043;204,0876
"Female";"A";"Medium";"Employed";20;"9";8645;"0";"R";293,55604;23263,55
"Male";"E";"Medium";"Employed";27;"10";20840;"0";"Q";148,40185;0,5751538
"Male";"D";"Large";"Housewife";25;"17";117065;"0";"L";61,30613;1908,503
"Female";"D";"Large";"Housewife";73;"15";16820;"1";"M";107,81705;386,6617
"Male";"D";"Small";"Housewife";32;"9";24730;"0";"L";64,12305;352,3761
"Male";"A";"Large";"Housewife";39;"2";6505;"0";"T";56,0431;395,8206
"Male";"A";"Small";"Housewife";42;"11";7490;"1";"Q";139,63728;823,0638
"Male";"D";"Large";"Employed";24;"15";8405;"0";"R";296,43191;547,2394
"Male";"A";"Medium";"Unemployed";35;"14";29170;"0";"U";88,29015;334,3783
"Male";"C";"Medium";"Unemployed";47;"8";1485;"0";"R";276,99502;268,9494
"Female";"C";"Small";"Employed";34;"11";8345;"0";"M";222,69298;275,6435
"Male";"A";"Small";"Employed";24;"7";16085;"0";"U";54,93181;273,098
"Male";"D";"Small";"Housewife";33;"8";5100;"0";"R";210,18984;2249,708
"Male";"D";"Large";"Unemployed";22;"17";16150;"0";"M";141,03687;2477,808
"Male";"B";"Large";"Housewife";48;"6";8675;"1";"Q";239,45517;3007,26
"Female";"A";"Small";"Self-employed";20;"2";1920;"0";"R";272,96699;178,6825
"Female";"D";"Medium";"Employed";45;"16";14795;"1";"O";49,11504;95,12977
"Male";"D";"Small";"Self-employed";47;"15";11490;"1";"L";73,46171;37,58963
"Male";"C";"Small";"Employed";21;"9";9865;"0";"R";208,81644;222,5067
"Male";"D";"Medium";"Employed";34;"6";14820;"0";"L";76,89987;61,72904
"Male";"E";"Large";"Self-employed";46;"20";20480;"1";"O";36,90717;1579,954
"Male";"D";"Small";"Unemployed";30;"8";14120;"0";"L";68,90935;8195,106
"Male";"A";"Small";"Unemployed";19;"17";41915;"0";"S";25,91744;3655,28
"Male";"D";"Large";"Employed";40;"4";24210;"1";"N";94,29604;320,8345
"Male";"B";"Medium";"Employed";25;"16";4980;"0";"N";109,63189;244,4424
"Male";"D";"Large";"Self-employed";49;"16";17875;"1";"L";67,42479;654,6602
"Male";"F";"Medium";"Housewife";24;"4";23735;"0";"L";68,90935;88,60305
"Male";"C";"Small";"Housewife";23;"13";20640;"0";"M";201,65691;1875,87
"Male";"A";"Medium";"Self-employed";19;"9";23470;"0";"Q";207,14462;2686,232
"Male";"A";"Medium";"Employed";33;"11";33385;"0";"Q";125,94563;588,6556
"Female";"E";"Medium";"Unemployed";32;"16";24140;"1";"R";222,71139;726,2321
"Male";"B";"Medium";"Employed";30;"13";5165;"0";"L";57,06268;1036,165
"Male";"A";"Medium";"Retired";66;"12";6525;"1";"Q";169,52915;4042,843
"Female";"B";"Large";"Self-employed";25;"16";25765;"0";"R";290,13272;1433,778
