"gender";"carType";"carCategory";"occupation";"age";"carGroup";"carValue";"material";"region";"cityDensity";"claimValue"
"Male";"A";"Medium";"Employed";54;"14";13080;"1";"N";59,8409496;590,461895886731
"Female";"C";"Large";"Housewife";41;"7";29910;"1";"Q";70,86106124;333,962336400228
"Male";"A";"Medium";"Retired";66;"12";21035;"0";"L";63,5211087;762,105964498557
"Male";"A";"Medium";"Employed";39;"4";18365;"0";"L";84,00797156;742,823949162656
"Male";"D";"Small";"Unemployed";42;"17";21965;"1";"R";210,189841;848,499386819327
"Male";"A";"Medium";"Employed";43;"10";6420;"1";"M";216,4916013;708,76102686104
"Male";"D";"Large";"Retired";46;"14";11575;"0";"L";61,11231366;708,458236314976
"Female";"B";"Large";"Unemployed";49;"11";5285;"1";"Q";171,3729361;594,699974554989
"Male";"F";"Large";"Housewife";30;"8";15605;"0";"L";66,11361207;624,009487148957
"Male";"B";"Medium";"Self-employed";43;"8";17555;"1";"Q";166,5549379;830,276184537235
"Male";"A";"Medium";"Employed";44;"4";1860;"1";"L";59,70218923;612,520880054872
"Female";"B";"Small";"Employed";24;"14";17035;"0";"Q";157,245582;583,036141812505
"Male";"A";"Medium";"Housewife";27;"5";16660;"1";"N";118,8510133;802,116521420283
"Male";"C";"Medium";"Unemployed";44;"17";21165;"0";"Q";212,4247054;961,822834708084
"Female";"A";"Medium";"Employed";33;"5";2575;"0";"Q";126,1401885;638,020352994419
"Male";"E";"Small";"Housewife";32;"11";5705;"0";"L";50,40601234;473,626158697829
"Female";"A";"Large";"Self-employed";36;"11";16395;"0";"L";57,41329485;584,320435449658
"Male";"A";"Medium";"Unemployed";44;"17";8975;"1";"Q";148,5612071;805,823752105905
"Female";"E";"Medium";"Retired";59;"4";8360;"0";"Q";206,2302755;828,262485518289
"Male";"D";"Large";"Retired";72;"9";29500;"1";"U";123,969842;593,444428029428
"Female";"B";"Small";"Self-employed";27;"17";7375;"0";"R";284,1301175;1038,19951789148
"Male";"D";"Medium";"Self-employed";57;"7";2120;"1";"U";125,1320458;510,782426302336
"Female";"C";"Small";"Self-employed";28;"1";5575;"0";"U";91,54176264;589,627116198646
"Male";"D";"Medium";"Housewife";47;"13";6230;"0";"Q";132,7922667;523,575102421104
"Female";"C";"Small";"Housewife";27;"15";44100;"1";"O";32,9239514;451,584947886941
"Male";"E";"Medium";"Self-employed";39;"17";11200;"1";"L";61,69063654;625,518834305701
"Male";"A";"Medium";"Employed";33;"16";18675;"0";"O";38,35953437;645,115691509224
"Female";"C";"Large";"Retired";49;"10";49570;"1";"Q";186,6850127;629,469531966492
"Female";"F";"Medium";"Employed";53;"4";4070;"1";"L";59,70218923;467,726906246008
"Male";"B";"Medium";"Self-employed";37;"13";22130;"1";"L";67,56457622;665,29030754301
"Female";"E";"Small";"Unemployed";24;"10";14105;"0";"L";61,94412023;661,401192078264
"Female";"E";"Medium";"Employed";45;"14";4335;"0";"M";178,2443114;542,899781403118
"Male";"B";"Large";"Retired";67;"6";20180;"1";"R";256,6405915;1080,66794524066
"Male";"B";"Medium";"Employed";20;"15";22385;"0";"P";28,38649426;785,541009306667
"Female";"B";"Medium";"Unemployed";41;"15";15425;"1";"L";58,73427627;617,305329871543
"Male";"B";"Small";"Employed";25;"6";43760;"0";"L";73,85052034;816,298828908709
"Male";"A";"Small";"Self-employed";30;"3";7325;"0";"Q";208,6667182;1114,57281124184
"Male";"A";"Small";"Retired";66;"12";20530;"0";"Q";98,10372854;753,064680112229
"Male";"E";"Medium";"Housewife";59;"6";8250;"0";"O";32,6541392;620,98903860109
"Female";"D";"Small";"Self-employed";28;"13";49350;"0";"T";56,04309848;649,668980458478
"Male";"D";"Large";"Retired";75;"8";9400;"1";"Q";189,9730181;750,168677808153
"Female";"D";"Medium";"Self-employed";55;"11";24540;"1";"O";34,93212226;477,762315870665
"Female";"A";"Small";"Employed";29;"4";16005;"0";"S";32,15775954;752,993860464199
"Male";"E";"Medium";"Employed";25;"1";21680;"0";"L";57,41329485;566,583046606332
"Male";"E";"Medium";"Unemployed";39;"17";41680;"1";"U";33,29429778;572,405628093208
"Female";"B";"Medium";"Employed";44;"10";4065;"0";"R";225,0430894;677,348256737534
"Male";"D";"Small";"Self-employed";46;"11";23430;"0";"Q";166,5549379;678,946461181095
"Female";"A";"Small";"Self-employed";47;"10";16350;"1";"L";84,9609991;549,587673317286
"Male";"E";"Large";"Self-employed";39;"15";26180;"0";"T";30,79695284;701,467673857362
"Male";"F";"Small";"Unemployed";22;"4";17430;"0";"Q";222,735365;1163,58896892495
"Female";"D";"Large";"Unemployed";45;"6";19535;"1";"M";139,2830008;764,838753075783
"Male";"A";"Small";"Retired";58;"18";49870;"1";"U";91,54176264;545,869868242374
"Female";"B";"Medium";"Housewife";38;"12";11560;"0";"T";31,05763979;521,585171623829
"Male";"A";"Medium";"Retired";50;"12";27535;"1";"R";225,0430894;906,719076537314
"Female";"B";"Medium";"Employed";29;"11";19000;"1";"Q";185,1345389;511,917626060752
"Male";"D";"Medium";"Housewife";43;"8";21260;"1";"P";33,26093405;569,798309065241
"Female";"D";"Medium";"Unemployed";35;"9";18375;"1";"U";46,84863153;522,363403437048
"Male";"A";"Medium";"Self-employed";56;"8";6395;"0";"L";37,45585227;776,057091959653
"Male";"B";"Small";"Self-employed";38;"11";17630;"0";"N";51,33277755;884,037040514091
"Male";"C";"Large";"Unemployed";45;"17";22185;"0";"L";57,06267756;776,407036311688
"Male";"C";"Medium";"Housewife";31;"12";16885;"1";"R";276,9454965;665,470032640931
"Female";"B";"Medium";"Retired";72;"15";28530;"1";"T";25,7140109;592,509504771437
"Female";"D";"Large";"Housewife";40;"15";17125;"1";"L";59,22386837;375,219371072567
"Female";"C";"Large";"Unemployed";31;"9";21585;"0";"M";190,0515645;899,594470067656
"Male";"B";"Medium";"Self-employed";51;"10";6975;"1";"M";162,9324677;784,684810081446
"Male";"A";"Medium";"Housewife";25;"10";12745;"0";"L";63,50810856;610,938638494427
"Male";"F";"Medium";"Unemployed";34;"3";14970;"0";"P";34,10399662;1072,96222465505
"Male";"D";"Large";"Employed";40;"2";1735;"0";"T";27,83505842;677,471673277467
"Male";"E";"Medium";"Housewife";38;"10";23035;"1";"U";58,60474559;392,183534552154
"Female";"B";"Medium";"Unemployed";57;"19";19780;"0";"R";250,8413259;817,225689478561
"Female";"D";"Medium";"Self-employed";31;"6";23335;"0";"N";71,18027901;963,950931287084
"Male";"A";"Large";"Employed";44;"14";18140;"0";"Q";148,4945135;593,439874412256
"Female";"A";"Medium";"Unemployed";41;"15";7605;"0";"L";66,12046108;713,251551598362
"Male";"D";"Large";"Housewife";60;"9";16725;"1";"O";29,1257717;452,701989431841
"Male";"D";"Medium";"Housewife";38;"16";28910;"0";"U";61,79475865;429,861898249072
"Male";"A";"Large";"Retired";50;"20";31760;"1";"L";67,84790756;802,406651524966
"Male";"D";"Medium";"Employed";44;"19";31070;"1";"Q";123,0199289;463,352820473038
"Male";"B";"Medium";"Retired";51;"19";21485;"1";"L";100,9312267;723,658505681561
"Male";"B";"Small";"Employed";39;"9";27860;"0";"O";49,11503947;727,6928106187
"Male";"C";"Large";"Housewife";57;"9";15430;"1";"L";40,0945365;421,995252911972
"Male";"A";"Large";"Housewife";55;"13";22495;"1";"R";259,0040603;584,662653789806
"Female";"B";"Medium";"Employed";30;"12";6350;"1";"M";190,0515645;622,361650056267
"Male";"B";"Small";"Employed";34;"12";7185;"1";"P";39,45913644;630,687966272019
"Male";"B";"Medium";"Retired";55;"8";6650;"1";"M";178,2443114;1039,25651016981
"Male";"B";"Large";"Employed";41;"20";29135;"0";"L";68,97630254;699,702940779599
"Male";"E";"Small";"Retired";61;"15";29875;"0";"L";60,07300249;695,225972879534
"Male";"B";"Medium";"Housewife";56;"7";5715;"0";"L";73,25249905;504,408789954334
"Male";"E";"Large";"Housewife";40;"16";9080;"1";"Q";169,5291484;435,714763360668
"Male";"D";"Small";"Employed";42;"11";9465;"0";"U";112,8034383;501,23134590686
"Male";"D";"Large";"Housewife";43;"10";25100;"0";"Q";124,2334338;513,869029123443
"Female";"A";"Large";"Employed";33;"10";9790;"0";"R";284,2162652;742,477745160684
"Female";"B";"Small";"Employed";35;"12";15630;"1";"U";114,881582;453,219972970685
"Male";"B";"Small";"Housewife";23;"11";10245;"0";"P";41,2451199;658,150868698175
"Female";"B";"Large";"Housewife";19;"17";9395;"1";"L";68,39045202;493,880555523971
"Male";"F";"Small";"Employed";32;"15";14385;"0";"R";221,7063984;774,013548641923
"Female";"A";"Large";"Housewife";24;"14";13770;"0";"R";290,1327193;670,499940076602
"Male";"B";"Small";"Employed";42;"3";7440;"0";"U";88,29014956;693,921988039215
"Female";"A";"Large";"Self-employed";29;"14";9155;"0";"M";190,0515645;797,247131321188
"Female";"A";"Medium";"Self-employed";46;"9";2655;"0";"Q";166,5549379;734,345299272301
"Female";"B";"Small";"Employed";38;"11";19050;"0";"L";68,95196256;496,469505013409
"Male";"A";"Large";"Retired";73;"14";23535;"1";"L";73,85052034;593,053914672795
"Male";"D";"Medium";"Employed";19;"11";18855;"0";"L";129,6779531;638,490494246743
"Male";"D";"Medium";"Self-employed";48;"19";9520;"1";"O";37,74768396;601,198232969969
"Female";"B";"Small";"Self-employed";24;"5";46685;"1";"P";31,88091224;743,68141838831
"Female";"C";"Medium";"Employed";24;"10";13275;"1";"L";60,91112257;463,233443580108
"Male";"B";"Small";"Housewife";28;"5";5780;"0";"U";114,881582;663,878510622679
"Male";"F";"Small";"Unemployed";18;"10";14280;"0";"R";234,675271;1102,43525895288
"Male";"A";"Small";"Employed";49;"6";15760;"0";"T";18,23804646;745,8950724985
"Male";"C";"Medium";"Employed";44;"14";7650;"0";"Q";98,10372854;539,781531972022
"Female";"C";"Medium";"Retired";56;"19";27125;"0";"T";56,04309848;667,055772787656
"Male";"B";"Medium";"Employed";43;"1";23880;"0";"O";29,1257717;651,172019170664
"Male";"A";"Medium";"Retired";68;"10";8430;"0";"R";284,2162652;1075,33249307089
"Female";"C";"Small";"Self-employed";23;"3";12385;"0";"Q";148,4945135;843,582732998704
"Male";"E";"Small";"Self-employed";30;"14";25420;"1";"R";290,1327193;793,003878600344
"Female";"A";"Large";"Unemployed";37;"8";3915;"0";"T";24,89492323;831,478399440866
"Female";"B";"Small";"Housewife";24;"7";9035;"0";"Q";123,0199289;503,902674446091
"Female";"A";"Medium";"Employed";41;"8";3390;"0";"N";109,6318854;818,550251936799
"Male";"A";"Medium";"Employed";31;"12";18860;"1";"L";60,07300249;549,340717647799
"Female";"C";"Medium";"Retired";58;"17";39105;"1";"Q";139,2056697;621,709121246963
"Male";"D";"Medium";"Housewife";29;"12";10015;"1";"M";190,0515645;606,594348644226
"Male";"F";"Medium";"Unemployed";21;"13";10710;"0";"S";24,03270395;973,860033910935
"Male";"D";"Small";"Employed";43;"3";17420;"1";"M";178,2443114;718,478005491496
"Male";"B";"Small";"Employed";44;"10";10155;"1";"T";22,24129416;553,197777078886
"Male";"E";"Large";"Self-employed";55;"12";28275;"1";"L";60,86038525;515,508299129401
"Male";"A";"Large";"Self-employed";41;"12";21685;"1";"T";30,46244233;661,405376345713
"Male";"C";"Medium";"Housewife";57;"12";24985;"1";"Q";99,6400095;421,962350117549
"Male";"B";"Small";"Self-employed";20;"1";28800;"0";"L";45,65564192;787,28622596392
"Female";"B";"Medium";"Employed";29;"5";7430;"1";"L";40,0945365;528,691358803443
"Male";"B";"Small";"Unemployed";27;"16";28045;"0";"L";44,92088199;778,492068309225
"Female";"F";"Large";"Self-employed";46;"12";11420;"1";"T";28,13630298;518,056618300466
"Male";"A";"Large";"Housewife";50;"14";13100;"0";"L";61,69063654;491,956453952015
"Male";"B";"Large";"Housewife";57;"17";21290;"1";"O";31,06929242;518,66858304125
"Female";"E";"Small";"Self-employed";56;"11";10355;"0";"Q";91,28099321;480,996130263742
"Male";"A";"Large";"Housewife";38;"4";11120;"1";"Q";129,8552354;588,79461743943
"Female";"C";"Medium";"Unemployed";49;"3";15340;"1";"L";67,56457622;657,396414229728
"Male";"D";"Large";"Self-employed";54;"15";21335;"1";"T";23,97168003;578,416313323788
"Male";"A";"Small";"Unemployed";25;"9";19960;"0";"R";237,4189585;1190,86986876562
"Male";"C";"Medium";"Employed";39;"17";18380;"1";"L";44,37542252;526,500658727603
"Female";"A";"Medium";"Self-employed";53;"13";13890;"1";"O";31,37042579;560,655942679509
"Female";"A";"Large";"Housewife";44;"16";19240;"1";"N";25,83086908;436,259585473087
"Female";"D";"Medium";"Self-employed";39;"5";17205;"0";"Q";169,7885554;735,422105147955
"Male";"C";"Large";"Housewife";56;"12";23640;"0";"U";123,0152076;470,667227825664
"Male";"A";"Small";"Unemployed";19;"20";13175;"0";"P";33,27619903;1170,91110984689
"Male";"D";"Large";"Employed";30;"20";30745;"1";"L";38,06772;547,670725299906
"Female";"A";"Large";"Employed";55;"12";8775;"0";"Q";114,1413271;484,832538960634
"Male";"B";"Large";"Self-employed";49;"8";10530;"0";"N";137,8151761;1166,90648555019
"Male";"A";"Small";"Employed";44;"2";14570;"0";"M";153,4523215;842,854656424488
"Female";"B";"Large";"Housewife";69;"20";13540;"1";"N";118,8510133;570,628256227458
"Female";"C";"Large";"Housewife";38;"12";29125;"0";"L";51,32331561;431,895331674476
"Male";"E";"Medium";"Self-employed";19;"11";45815;"0";"L";57,06267756;666,082470370479
"Male";"B";"Medium";"Employed";25;"15";20535;"0";"S";32,3065089;810,468874392088
"Male";"A";"Medium";"Housewife";42;"13";18645;"0";"Q";212,4247054;653,339783981561
"Male";"A";"Small";"Employed";19;"11";6555;"0";"R";276,9950185;871,728072775512
"Male";"D";"Large";"Housewife";36;"7";6880;"1";"U";91,54176264;389,798859080637
"Male";"E";"Medium";"Employed";27;"10";17365;"0";"U";125,1320458;578,077499598339
"Male";"A";"Large";"Unemployed";50;"8";9295;"0";"Q";207,1446249;1028,12442033732
"Female";"C";"Large";"Housewife";23;"8";8395;"1";"P";23,21820596;532,605267400121
"Male";"F";"Medium";"Unemployed";37;"3";18945;"0";"O";24,11879116;1004,67022877315
"Male";"C";"Large";"Unemployed";24;"13";27630;"0";"L";62,72127383;793,050441721291
"Male";"B";"Medium";"Retired";75;"15";15755;"1";"Q";110,9836779;673,584283161003
"Male";"D";"Medium";"Unemployed";22;"12";18130;"1";"M";94,36462339;780,695599568603
"Male";"A";"Medium";"Employed";48;"16";12480;"1";"Q";161,4389472;520,503038056735
"Male";"A";"Large";"Retired";68;"5";7425;"1";"Q";169,7885554;803,363290717912
"Female";"A";"Medium";"Self-employed";44;"8";13175;"1";"Q";91,45292269;618,119562473026
"Female";"B";"Medium";"Housewife";51;"4";27120;"1";"Q";181,4165594;525,338804551237
"Female";"D";"Medium";"Employed";32;"18";18160;"1";"L";61,94412023;374,006529403455
"Female";"A";"Medium";"Housewife";36;"12";29155;"0";"P";30,37476431;542,687625154084
"Female";"D";"Large";"Unemployed";28;"10";31360;"1";"Q";141,4896565;599,859851277322
"Female";"D";"Large";"Retired";74;"13";29035;"0";"Q";112,4047945;557,911077321371
"Male";"D";"Large";"Unemployed";41;"12";14010;"1";"L";85,63166734;646,754106652024
"Female";"C";"Large";"Employed";36;"8";15045;"1";"U";123,969842;481,697062241231
"Female";"F";"Medium";"Self-employed";39;"20";12085;"1";"M";183,8950396;772,506488271942
"Male";"B";"Large";"Self-employed";50;"8";43855;"1";"S";27,86273727;812,137720791312
"Male";"D";"Small";"Housewife";51;"3";15625;"1";"M";184,4785165;641,715582200929
"Female";"A";"Small";"Unemployed";26;"9";9840;"1";"R";223,3085718;859,656026659745
"Female";"D";"Small";"Housewife";31;"8";7835;"0";"Q";123,0199289;544,09288167563
"Female";"B";"Small";"Housewife";21;"11";36000;"1";"R";258,9237292;564,221480725626
"Female";"C";"Medium";"Employed";36;"11";3250;"1";"P";23,21820596;455,366529559817
"Male";"B";"Large";"Housewife";18;"8";11730;"0";"Q";141,4896565;762,673068803075
"Male";"F";"Large";"Retired";46;"13";16790;"1";"M";162,9324677;811,992000973059
"Male";"B";"Medium";"Housewife";32;"7";49210;"1";"M";162,666477;574,541950899524
"Female";"A";"Large";"Self-employed";41;"5";4035;"0";"Q";167,9366556;778,541057890148
"Male";"E";"Small";"Self-employed";40;"8";21945;"1";"M";184,4785165;833,756014281362
"Male";"F";"Small";"Housewife";21;"18";29665;"0";"Q";148,4018477;534,457392207243
"Female";"D";"Medium";"Employed";34;"12";13210;"0";"Q";98,10372854;491,711799800523
"Female";"C";"Large";"Housewife";27;"2";11425;"0";"L";59,11189493;544,361451217291
"Female";"A";"Large";"Housewife";43;"16";26825;"1";"L";58,30755679;361,33463931744
"Male";"E";"Medium";"Housewife";34;"8";41830;"1";"N";109,6318854;682,397835860838
"Male";"B";"Large";"Housewife";40;"10";23925;"1";"Q";140,4108252;513,609593438123
"Male";"D";"Medium";"Housewife";65;"12";8145;"0";"U";94,65751646;435,300724871603
"Male";"A";"Medium";"Employed";41;"1";3800;"1";"R";251,432848;696,083799282399
"Male";"B";"Small";"Housewife";43;"18";7290;"0";"T";23,97168003;514,865602660557
"Male";"A";"Large";"Employed";22;"7";44735;"0";"R";248,5121203;783,401181436205
"Female";"D";"Large";"Employed";43;"6";26570;"1";"L";57,7002938;481,922058121955
"Male";"D";"Medium";"Self-employed";24;"11";15115;"0";"Q";201,3918071;809,214584302769
"Female";"B";"Medium";"Unemployed";28;"3";7175;"0";"M";156,1042255;1103,10253031386
"Female";"D";"Large";"Unemployed";57;"14";6735;"1";"R";284,9991194;654,895376927633
"Male";"A";"Small";"Retired";70;"8";16535;"0";"R";291,3194903;1209,3128885796
"Male";"B";"Large";"Employed";52;"13";21510;"1";"L";83,90453994;503,650946635368
"Male";"B";"Large";"Housewife";56;"9";5315;"0";"R";275,0923407;759,999266459956
"Male";"F";"Large";"Self-employed";26;"19";21455;"1";"U";137,8873343;605,650286371027
"Male";"A";"Large";"Employed";37;"8";19725;"0";"L";58,81986821;689,420213463552
"Male";"E";"Medium";"Unemployed";19;"11";17040;"0";"P";33,26093405;842,080612854141
"Male";"B";"Large";"Unemployed";18;"1";5330;"0";"P";23,12027888;985,756939159526
"Female";"A";"Large";"Self-employed";55;"1";11885;"0";"Q";138,5066713;603,422204166752
"Female";"E";"Medium";"Unemployed";26;"11";10150;"1";"R";248,5121203;706,582263559627
"Female";"B";"Medium";"Employed";20;"10";19705;"0";"Q";150,2239631;633,534914516923
"Male";"A";"Medium";"Housewife";27;"14";21800;"1";"S";24,03270395;568,814251498407
"Male";"B";"Small";"Unemployed";27;"3";15210;"0";"L";66,46782671;1055,66572742948
"Female";"D";"Large";"Retired";68;"10";9060;"1";"U";94,65751646;475,950692644776
"Female";"A";"Large";"Housewife";55;"20";48450;"1";"R";256,6405915;569,032965404945
"Female";"A";"Large";"Housewife";68;"17";19060;"1";"L";50,40601234;370,382896337518
"Male";"B";"Medium";"Retired";68;"19";42385;"1";"R";223,3085718;791,926570282083
"Male";"B";"Large";"Unemployed";54;"11";21110;"1";"L";58,73427627;600,716753056021
"Male";"B";"Medium";"Retired";68;"13";36070;"1";"R";270,7883545;892,272524098901
"Female";"A";"Medium";"Retired";69;"14";25165;"0";"S";32,15775954;710,643881403469
"Male";"D";"Large";"Retired";49;"9";8110;"0";"P";31,91620696;888,444483891555
"Female";"B";"Large";"Housewife";28;"11";33920;"1";"M";183,8950396;507,18035207302
"Female";"B";"Small";"Self-employed";39;"16";30280;"1";"L";70,87357842;517,500220689129
"Male";"F";"Large";"Retired";61;"17";19420;"0";"R";245,331155;1015,45028913115
"Female";"B";"Large";"Employed";34;"17";28125;"0";"N";118,8510133;779,373113629766
"Female";"B";"Medium";"Unemployed";46;"15";14000;"1";"L";44,37542252;590,41138232681
"Male";"A";"Medium";"Housewife";31;"6";8635;"1";"L";63,5211087;632,92883677483
"Female";"B";"Medium";"Housewife";34;"11";11990;"0";"U";59,32884362;420,169450899539
"Male";"C";"Small";"Employed";29;"12";17215;"0";"O";36,14074742;663,244649113774
"Female";"B";"Small";"Employed";27;"5";49225;"0";"S";32,15775954;724,234148527605
"Female";"B";"Large";"Unemployed";38;"16";7325;"0";"S";34,81095528;766,023714230845
"Male";"A";"Large";"Employed";52;"6";17960;"0";"M";162,9324677;857,286575326218
"Male";"E";"Small";"Housewife";57;"19";12780;"1";"Q";237,675525;462,269118653562
"Female";"C";"Large";"Self-employed";56;"11";24855;"1";"R";218,9832303;552,794791389876
"Female";"D";"Small";"Employed";34;"8";26615;"1";"S";31,60580864;567,689832166282
"Male";"C";"Small";"Unemployed";36;"12";27925;"0";"R";221,7063984;980,520987578798
"Male";"F";"Small";"Housewife";19;"6";9760;"0";"Q";138,5066713;764,050889311811
"Male";"D";"Medium";"Unemployed";33;"14";9940;"1";"R";284,1301175;885,773351437387
"Male";"B";"Large";"Retired";70;"19";36910;"1";"M";190,0515645;770,175165223226
"Female";"C";"Medium";"Unemployed";19;"12";14800;"0";"S";14,37714238;835,064521960711
"Female";"A";"Large";"Retired";68;"10";17595;"1";"M";184,4785165;694,228087416206
"Male";"B";"Small";"Unemployed";24;"7";15545;"1";"L";60,86038525;709,108437174001
"Female";"C";"Medium";"Unemployed";31;"17";14110;"1";"Q";181,4165594;722,188410025858
"Male";"A";"Large";"Employed";42;"9";10915;"0";"S";27,87209298;737,22653576482
"Female";"A";"Medium";"Self-employed";46;"11";16415;"1";"L";70,06509679;504,882722697999
"Female";"A";"Large";"Unemployed";54;"9";11595;"0";"U";59,32884362;599,096793071745
"Male";"E";"Small";"Employed";21;"15";19190;"1";"O";39,55041059;575,991236194659
"Male";"B";"Large";"Self-employed";46;"14";9460;"0";"L";59,63322296;681,333543579146
"Female";"A";"Medium";"Employed";31;"8";25990;"1";"P";22,75483466;597,737736653148
"Female";"B";"Medium";"Employed";31;"7";8385;"1";"M";156,1042255;546,217490755575
"Male";"D";"Small";"Housewife";41;"6";22285;"0";"R";284,9991194;876,830867877244
"Female";"B";"Medium";"Retired";75;"14";24855;"0";"L";67,42478707;597,748390661361
"Male";"E";"Large";"Self-employed";53;"3";17220;"0";"N";47,58194704;907,144756594795
"Female";"A";"Large";"Housewife";47;"16";29325;"0";"R";296,4319078;587,734322138352
"Male";"B";"Medium";"Employed";37;"17";17990;"0";"U";76,98652096;626,752780961309
"Male";"A";"Medium";"Housewife";50;"2";2130;"0";"L";83,90453994;651,474232615809
"Female";"A";"Medium";"Housewife";29;"14";7960;"0";"R";232,9029787;620,288948330128
"Male";"A";"Small";"Employed";30;"13";1555;"0";"R";238,240414;831,776548135401
"Male";"E";"Large";"Unemployed";36;"5";4395;"1";"Q";139,637282;748,942614436685
"Male";"A";"Medium";"Unemployed";37;"13";23115;"1";"O";31,48099884;766,58493986276
"Male";"B";"Medium";"Employed";37;"5";9300;"1";"R";282,3344767;864,296380434812
"Male";"A";"Medium";"Employed";32;"16";18810;"0";"R";222,711392;750,906681961559
"Female";"F";"Large";"Self-employed";54;"12";11110;"1";"L";79,1594481;484,889660259742
"Male";"D";"Medium";"Retired";70;"18";23540;"0";"M";156,1042255;730,138234915765
"Male";"A";"Medium";"Employed";27;"5";17370;"0";"L";58,91132801;728,153454236236
"Female";"B";"Large";"Employed";35;"2";12550;"1";"L";70,87357842;539,734989241398
"Female";"B";"Large";"Employed";66;"8";6875;"1";"T";28,51184808;481,040384501562
"Male";"F";"Large";"Employed";25;"16";9225;"0";"M";148,9956325;676,361137239107
"Female";"A";"Small";"Unemployed";51;"12";17740;"1";"M";153,4523215;681,176115549135
"Male";"F";"Medium";"Employed";19;"12";6660;"0";"L";48,57528403;627,32295307826
"Female";"E";"Small";"Employed";28;"3";3375;"1";"L";49,53391432;499,486349948951
"Male";"D";"Medium";"Self-employed";44;"18";24020;"0";"N";47,98269849;726,730947272109
"Male";"A";"Large";"Employed";32;"14";14520;"0";"R";285,6217445;820,761703894368
"Male";"A";"Large";"Housewife";60;"17";2230;"0";"U";38,77083633;470,43204504626
"Male";"A";"Medium";"Unemployed";37;"13";7755;"1";"L";71,62174491;720,607527323709
"Male";"B";"Medium";"Self-employed";32;"14";24825;"0";"L";71,62174491;753,92950714645
"Male";"E";"Medium";"Retired";67;"18";19960;"0";"R";223,3475567;754,091155611549
"Male";"C";"Small";"Employed";42;"14";16925;"0";"R";270,7883545;735,176660767591
"Male";"C";"Medium";"Housewife";58;"17";42755;"0";"U";33,29429778;444,281517639694
"Female";"B";"Medium";"Unemployed";20;"11";22860;"0";"R";275,0923407;992,386398478977
"Female";"A";"Medium";"Employed";38;"5";6640;"1";"L";63,53336338;515,585100571984
"Female";"D";"Medium";"Retired";64;"11";5480;"1";"L";73,25249905;496,464237047287
"Male";"B";"Large";"Retired";47;"13";28875;"1";"L";76,05272599;717,05860815541
"Male";"E";"Small";"Housewife";28;"17";44305;"0";"Q";166,5549379;611,205897815907
"Male";"B";"Small";"Unemployed";22;"16";5195;"0";"M";128,5434648;976,854187030259
"Male";"A";"Small";"Self-employed";41;"13";24030;"1";"R";200,6565503;776,669033952882
"Male";"C";"Medium";"Employed";20;"3";16845;"0";"N";93,11048718;1017,359921096
"Female";"D";"Large";"Employed";42;"17";14185;"1";"L";64,30270938;429,433118819344
"Male";"A";"Small";"Self-employed";53;"9";14615;"1";"S";32,15775954;756,809262810511
"Male";"D";"Large";"Employed";28;"4";9975;"0";"N";106,5583041;920,705579067346
"Female";"D";"Medium";"Employed";38;"16";9305;"0";"Q";186,6850127;512,222017317122
"Male";"A";"Small";"Housewife";45;"7";26390;"1";"R";200,6565503;534,816339154381
"Female";"C";"Large";"Housewife";47;"19";47410;"0";"L";65,78489891;395,415682992772
"Male";"B";"Large";"Employed";18;"5";4965;"0";"S";31,60580864;904,677310906049
"Male";"B";"Medium";"Employed";40;"10";15185;"0";"L";67,84790756;633,223215227634
"Male";"D";"Large";"Retired";70;"13";17635;"1";"P";34,10399662;647,360359525437
"Male";"A";"Small";"Employed";31;"5";5830;"1";"M";201,6569069;811,284607081112
"Female";"A";"Small";"Self-employed";43;"1";13790;"0";"Q";166,5549379;677,263616152055
"Female";"A";"Medium";"Unemployed";44;"5";7960;"1";"N";59,92134979;837,325378185941
"Male";"A";"Small";"Housewife";28;"18";8195;"0";"L";75,62345843;528,659928992103
"Male";"B";"Medium";"Housewife";22;"6";17405;"1";"R";236,3993842;870,235267069664
"Male";"E";"Small";"Employed";24;"14";24035;"0";"P";28,38649426;611,962120271706
"Female";"D";"Medium";"Unemployed";34;"18";49700;"0";"L";66,46782671;558,868756373837
"Male";"B";"Medium";"Self-employed";56;"12";28995;"1";"R";221,7063984;772,294562456903
"Female";"E";"Medium";"Housewife";63;"12";16425;"1";"O";36,25444122;361,261127775981
"Female";"A";"Medium";"Unemployed";43;"9";6480;"1";"R";200,6565503;776,088690625294
"Female";"A";"Large";"Unemployed";30;"8";11955;"1";"Q";185,1345389;803,162304511345
"Male";"D";"Medium";"Retired";57;"17";7390;"0";"L";73,65271862;806,175338209993
"Male";"A";"Small";"Unemployed";41;"8";9065;"1";"R";232,9029787;1039,81571835772
"Male";"C";"Large";"Retired";46;"12";5390;"0";"L";32,72004014;746,247308736221
"Female";"B";"Medium";"Self-employed";49;"20";13920;"1";"S";31,60580864;740,189394741182
"Male";"D";"Medium";"Employed";50;"14";14585;"0";"R";296,4319078;721,212594720512
"Male";"A";"Large";"Retired";70;"13";16805;"1";"L";64,09908451;625,320073834518
"Female";"F";"Medium";"Self-employed";45;"8";13360;"1";"Q";208,6667182;689,734258872768
"Male";"B";"Large";"Employed";38;"4";17750;"0";"R";251,432848;954,914503240102
"Male";"D";"Medium";"Unemployed";58;"10";6405;"1";"N";137,8151761;851,456453469886
"Male";"E";"Medium";"Housewife";47;"12";17150;"1";"L";73,25249905;424,089852889635
